Compound,Label,struct_file_path,gii,est_hubbard_u,est_charge_trans,ewald_energy_per_atom,avg_dev_Electronegativity,range_MendeleevNumber,avg_dev_CovalentRadius,avg_mm_dists,avg_mx_dists,avg_xx_dists
DyFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/DyCu3Fe4O12_HT_CollCode_237419.cif,0.359702903,16.60166261,7.49664613,-35.58173478,0.7968,56,35.28,3.657205,2.361266562,2.747438384
DyNiO3,2,../data/Structures/MIT_materials/HighT/DyNiO3_553K_CollCode_162114.cif,0.219756193,15.91926556,10.40502885,-34.1533324,0.9,56,44.16,3.775734846,1.962510362,2.929107154
ErFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/ErCu3Fe4O12_HT_CollCode_237421.cif,0.356527159,16.59950823,7.578987375,-35.60644501,0.7956,52,35.1,3.655205,2.36000251,2.746535538
ErNiO3,2,../data/Structures/MIT_materials/HighT/ErNiO3_653K_CollCode_191795.cif,0.230297469,15.90470168,10.46538126,-34.26839057,0.8952,52,43.44,3.76137093,1.961756851,2.912261081
EuFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/EuCu3Fe4O12_HT_CollCode_237403.cif,0.160571031,16.63298269,8.609178691,-35.44992767,0.7989,62,35.64,3.68653,2.352925086,2.777554001
EuNiO3,2,../data/Structures/MIT_materials/HighT/EuNiO3_CollCode_88039.cif,0.300669325,15.92892672,10.36362466,-34.01318371,0.9084,62,45.6,3.785324034,1.955233495,2.843460476
Fe3O4,2,../data/Structures/MIT_materials/HighT/Fe3O4_HT_CollCode_26410.cif,0.068499788,19.95006257,3.736210024,-32.00055679,0.788571429,32,32.32653061,3.341809958,2.015816298,2.968332454
Fe4Cu3BiO12,2,../data/Structures/MIT_materials/HighT/BiCu3Fe4O12_SD_1125255.cif,0.090207271,16.66458521,9.390043873,-35.19055843,0.7488,32,32.64,3.7166,2.320177439,2.799509455
FeBiO3,2,../data/Structures/MIT_materials/HighT/BiFeO3_R3ch_RoomT_CollCode_230683.cif,0.316956417,20.63649815,14.42112485,-33.00745771,0.7272,32,35.52,3.975056635,2.021996739,2.977193987
FeS,2,../data/Structures/MIT_materials/HighT/FeS_HT_CollCode_35008.cif,0.293393286,10.10161327,22.92467132,-20.10842048,0.375,33,13.5,3.31012228,2.476739491,3.503519314
GdCoO3,2,../data/Structures/MIT_materials/HighT/GdCoO3_SD_0307184.cif,0.373389515,13.92285569,12.25565779,-34.42569955,0.912,60,45.6,3.742945117,1.952362279,2.81513942
GdFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/GdCu3Fe4O12_HT_CollCode_237417.cif,0.33521298,16.61102285,7.531115261,-35.51245383,0.798,60,35.52,3.66592,2.362237418,2.754201156
GdNiO3,2,../data/Structures/MIT_materials/HighT/GdNiO3_CollCode_88040.cif,0.304128694,15.9214113,10.41311028,-34.07199618,0.9048,60,45.12,3.777860393,1.956399558,2.83782008
Hg2Ru2O7,2,../data/Structures/MIT_materials/HighT/Hg2Ru2O7_Pyro_RoomT_CollCode_420818.cif,0.301193992,13.00745012,5.125163778,-44.4768069,0.620165289,31,33.78512397,3.606629957,1.928491715,3.051351114
HoFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/HoCu3Fe4O12_HT_CollCode_237420.cif,0.356775402,16.6011027,7.514838663,-35.5878469,0.7962,54,35.28,3.656685,2.361071005,2.747211878
K3(MoO3)10,2,../data/Structures/MIT_materials/HighT/K0.3MoO3_HT_CollCode_73509.cif,0.273563465,52.70864435,-1.58585903,-57.03495347,0.670416441,84,41.89291509,3.510127265,1.966840533,2.871595578
KV4O8,2,../data/Structures/MIT_materials/HighT/K2V8O16_HT_CollCode_100596.cif,0.234160267,13.93753671,10.67360225,-40.47580607,0.933491124,84,45.91715976,3.316802062,1.942926493,2.922681896
LaCoO3,2,../data/Structures/MIT_materials/HighT/LaCoO3_HT_CollCode_201764.cif,0.20542005,14.0403815,11.83196557,-33.28354696,0.936,74,48.24,3.860890863,1.947725798,2.905934903
LaCr4(CuO4)3,2,../data/Structures/MIT_materials/HighT/LaCu3Cr4O12_CollCode_248598.cif,0.079671307,12.61227897,17.24000592,-37.04514228,0.8448,74,37.86,3.65814,2.340375364,2.745051204
LaFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/LaCu3Fe4O12_HT_CollCode_259141.cif,0.210581804,12.66484789,17.05796031,-36.49042076,0.804,74,36.18,3.707655,2.365153455,2.785544739
LuFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/LuCu3Fe4O12_HT_CollCode_237424.cif,0.379943367,16.59570001,7.398844976,-35.6169962,0.7938,46,34.98,3.651675,2.364168005,2.74352196
LuNiO3,2,../data/Structures/MIT_materials/HighT/LuNiO3_673K_CollCode_191796.cif,0.244158624,15.86419028,10.44584192,-34.46082802,0.888,46,42.96,3.721984546,1.962366618,2.811248498
MgTi2O4,2,../data/Structures/MIT_materials/HighT/MgTi2O4_HT_CollCode_28324.cif,0.340124294,10.96918662,12.78862444,-31.2136507,0.968163265,44,42.93877551,2.996011432,2.1185,2.996011432
NaOsO3,2,../data/Structures/MIT_materials/HighT/NaOsO3_CollCode_252431.cif,0.309738048,11.29943503,9.066614564,-43.55774073,0.9,85,42.72,3.78881827,1.941229043,2.842540971
NbO2,2,../data/Structures/MIT_materials/HighT/NbO2_HT_CollCode_75198.cif,0.095387702,9.118928555,14.78554466,-44.77484495,0.817777778,40,43.55555556,3.747106872,2.041475187,2.873597656
Nd2Ir2O7,2,../data/Structures/MIT_materials/HighT/Nd2Ir2O7_CollCode_239644.cif,0.150082663,13.07505583,12.70653969,-39.16393831,0.819173554,68,48.59504132,3.668752824,2.013473586,2.886355264
NdCoO3,2,../data/Structures/MIT_materials/HighT/NdCoO3_CollCode_164822.cif,0.201866661,13.95514452,12.57996609,-34.0917648,0.9264,68,46.8,3.774625301,1.926641603,2.830586397
NdFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/NdCu3Fe4O12_HT_CollCode_237414.cif,0.342156444,16.61957073,7.623952465,-35.45301047,0.8016,68,35.82,3.673915,2.360067745,2.760151339
NdNiO3,2,../data/Structures/MIT_materials/HighT/NdNiO3_HT_CollCode_67724.cif,0.342998608,15.94850967,10.55672032,-33.82226811,0.9192,68,46.32,3.804911296,1.942537073,2.853433006
NiSeS,2,../data/Structures/MIT_materials/HighT/NiSeS_CollCode_646374.cif,0.318497622,13.51615335,8.891047942,-9.425283649,0.291111111,28,7.555555556,4.111825933,2.424039089,3.060164062
Pr(P3Ru)4,2,../data/Structures/MIT_materials/HighT/PrRu4P12_HandGenerated.cif,0.25392771,64.81615176,-12.34258277,-94.19100481,0.117647059,66,20.92733564,4.0067496,2.349804497,2.881056578
PrCoO3,2,../data/Structures/MIT_materials/HighT/PrCoO3_CollCode_164820.cif,0.228866373,14.01899911,11.77696028,-33.51296913,0.9288,70,47.28,3.838882058,1.954374588,2.880447737
PrFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/PrCu3Fe4O12_HT_CollCode_237413.cif,0.154076764,16.64910034,8.520667338,-35.31428624,0.8022,70,35.94,3.701805,2.35767025,2.788925683
PrNiO3,2,../data/Structures/MIT_materials/HighT/PrNiO3_HT_CollCode_67720.cif,0.349936974,15.95467181,10.46084413,-33.75015037,0.9216,70,46.8,3.811116785,1.940486551,2.860378651
Sm(P3Ru)4,2,../data/Structures/MIT_materials/HighT/SmRu4P12_HandGenerated.cif,0.26278281,64.84789685,-12.78643632,-93.83416447,0.113217993,60,20.51211073,4.04245733,2.362423835,2.902709487
SmCoO3,2,../data/Structures/MIT_materials/HighT/SmCoO3_CollCode_230647.cif,0.172868475,13.9359443,12.68525153,-34.25521757,0.9192,64,46.08,3.75572269,1.925002992,2.817568747
SmFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/SmCu3Fe4O12_HT_CollCode_237415.cif,0.331385547,16.61481224,7.563981719,-35.48569293,0.7998,64,35.64,3.66946,2.361589126,2.75683353
SmNiO3,2,../data/Structures/MIT_materials/HighT/SmNiO3_HT_CollCode_96037.cif,0.296188214,15.93968142,10.43553781,-33.90735536,0.912,64,45.6,3.796056065,1.949638951,2.847155368
Sr1.2La4.8Mn6O18,2,../data/Structures/MIT_materials/HighT/La0.8Sr0.2MnO3_HT_CollCode_152680.cif,0.137492952,14.59136005,9.321527277,-33.31958545,1.0224,79,50.784,3.910568077,1.972511422,2.978940324
Sr3Fe2O7,2,../data/Structures/MIT_materials/HighT/Sr3Fe2O7_MP_18820.cif,0.222001153,16.4213996,-0.408527244,-33.56768913,1.039305556,79,50.45833333,3.925107244,1.960240128,2.888371358
TbFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/TbCu3Fe4O12_HT_CollCode_237418.cif,0.345779795,16.60580852,7.431509856,-35.54296936,0.7974,58,35.4,3.66106,2.365646597,2.750851624
TbNiO3,2,../data/Structures/MIT_materials/HighT/TbNiO3_MP_755865.cif,0.481144136,13.21274879,17.9246806,-34.21985361,0.9024,58,44.64,3.783991173,1.977082596,2.849210889
Ti2O3,2,../data/Structures/MIT_materials/HighT/Ti2O3_HT_CollCode_9656.cif,0.1173168,11.06847302,16.16980573,-35.04239025,0.912,44,45.12,3.059207524,2.048208943,2.84435459
Ti3O5,2,../data/Structures/MIT_materials/HighT/Ti3O5_HT_CollCode_194464.cif,0.253761087,51.74945298,-4.898513949,-39.35089115,0.890625,44,44.0625,3.362536723,2.022317753,2.882407019
Ti4O7,2,../data/Structures/MIT_materials/HighT/Ti4O7_HT_CollCode_19016.cif,0.189076288,31.58645479,14.68437768,-41.04590657,0.879338843,44,43.50413223,3.335421719,2.008507507,2.854371885
Tl2Ru2O7,2,../data/Structures/MIT_materials/HighT/Tl2Ru2O7_HT_CollCode_51158.cif,1.309385315,13.00173164,-5.624647139,-49.30199313,0.708099174,31,36.79338843,3.601471613,1.958494966,3.055825156
TmFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/TmCu3Fe4O12_HT_CollCode_237422.cif,0.359570251,16.59890998,7.386537343,-35.58971379,0.795,50,35.16,3.65465,2.367203394,2.746490781
V2O3,2,../data/Structures/MIT_materials/HighT/V2O3_HT_CollCode_1872.cif,0.054372109,13.14954968,15.3001209,-35.67396396,0.8688,41,41.76,3.389468598,2.018265264,2.874306457
V3O5,2,../data/Structures/MIT_materials/HighT/V3O5_HT_CollCode_32587.cif,0.241232981,14.24788869,-7.851262177,-39.95962799,0.8484375,41,40.78125,3.329582599,1.993389652,2.839962723
V4O7,2,../data/Structures/MIT_materials/HighT/V4O7_HT_CollCode_2775.cif,0.22407019,13.66277608,14.3978818,-42.046314,0.83768595,41,40.26446281,3.331325301,1.95861942,2.801728229
V5O9,2,../data/Structures/MIT_materials/HighT/V5O9_HT_CollCode_6097.cif,0.210843638,14.28741311,0.321268674,-42.90917341,0.831122449,41,39.94897959,3.360292644,1.964968033,2.808655699
V6O11,2,../data/Structures/MIT_materials/HighT/V6O11_HT_CollCode_196.cif,0.410193894,14.26465369,-1.565994024,-44.02968827,0.826712803,41,39.73702422,3.342540004,1.967508423,2.809937443
V6O13,2,../data/Structures/MIT_materials/HighT/V6O13_HT_CollCode_15028.cif,0.198241572,58.59293992,-12.46702008,-51.58965424,0.782160665,41,37.59556787,3.38782605,1.938790758,2.767633452
V8O15,2,../data/Structures/MIT_materials/HighT/V8O15_HT_CollCode_424885.cif,0.26317998,13.87518419,11.94068146,-44.76576204,0.821172023,41,39.47069943,3.269839893,1.952518298,2.819850069
VO2,2,../data/Structures/MIT_materials/HighT/VO2_HT_CollCode_1504.cif,0.128537534,14.48454621,9.779242119,-47.78125743,0.804444444,41,38.66666667,3.522329845,1.927293647,2.675472034
YCoO3,2,../data/Structures/MIT_materials/HighT/YCoO3_CollCode_155834.cif,0.188212736,13.89556013,12.81556021,-34.67949033,0.9072,75,44.16,3.716575944,1.933263841,2.881036003
YFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/YCu3Fe4O12_CollCode_237749.cif,0.188611498,12.80717681,16.60817776,-37.22583229,0.7968,75,35.16,3.65385,2.356918276,2.745187783
YNiO3,2,../data/Structures/MIT_materials/HighT/YNiO3_653K_CollCode_191794.cif,0.231000942,15.89837116,10.39327841,-34.20239306,0.9,75,43.68,3.75516135,1.963600892,2.827539218
YbFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/YbCu3Fe4O12_HT_CollCode_237423.cif,0.379838231,16.59733532,7.36118085,-35.60049968,0.7944,48,34.98,3.65319,2.36561538,2.744641685
