Compound,Label,struct_file_path,range_MendeleevNumber,mean_MendeleevNumber,avg_dev_MendeleevNumber,maximum_AtomicWeight,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,maximum_MeltingT,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,mean_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,mode_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,minimum_NdValence,range_NdValence,mean_NdValence,avg_dev_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,maximum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,avg_dev_NsUnfilled,mode_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,maximum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
MgO,1,../data/Structures/Insulators/MgO_CollCode_9863.cif,19,77.5,9.5,24.305,8.3056,20.1522,4.1528,923,868.2,488.9,434.1,14,9,7,2,3,1,2.5,0.5,141,75,103.5,37.5,66,1.31,3.44,2.13,2.375,1.065,1.31,0,2,4,2,2,0,0,0,0,0,0,0,2,6,4,4,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,13.785,15.9975,6.8925,9.105,0,0,0,194,103,91,12,-2,2,4,2.828427125,-23.8694639,1.66533E-16,1,1,0,2.10619E-16,2.10619E-16,5.70425E-17,7.6788E-17,1.895E-16,0.007986688,1,0,2.981869296,2.1085,2.1085,2.1085,2.981869296,2.981869296,2.981869296,-23.86939589,23.86939589,80.1436,60.27926087,18.16337112,9.373910789
MgTiO3,1,../data/Structures/Insulators/MgTiO3_SD_0546411.cif,44,74.4,15.12,47.867,31.8676,24.03404,9.641568,1941,1886.2,605.68,661.056,14,10.8,6.24,16,4,2,2.6,0.72,160,94,99.8,40.56,66,1.31,3.44,2.13,2.634,0.9672,3.44,0,2,4,2.4,1.92,4,0,2,0.4,0.64,0,0,2,6,4,4.8,1.44,6,0,0,0,2,2,1.2,0.96,2,8,2.56,0,0,0,8,2.8,2.08,2,9.105,13.785,13.379,5.1288,9.105,0,0,7.21067E-06,194,84.8,87.36,12,-2,4,6,3.380617019,-35.56576202,0.06991482,1.058263203,0.866134679,0.049317309,0.170333765,0.121016456,0.122697885,0.057162266,0.117913852,0.757625804,1,0,3.001785467,2.201485922,2.078869246,2.140177226,3.053809226,2.604073562,2.85439131,-38.25315212,23.67624795,99.299,51.23480164,4.223162871,10.52419246
Mn2O3,1,../data/Structures/Insulators/Mn2O3_CollCode_9091.cif,35,73,16.8,54.938045,38.938645,31.574858,18.6905496,1519,1464.2,640.48,702.816,9,12.4,4.32,16,4,2,2.8,0.96,139,73,95.2,35.04,66,1.55,3.44,1.89,2.684,0.9072,3.44,0,2,4,2.4,1.92,4,0,5,2,2.4,0,0,6,7,1,6.4,0.48,6,0,0,0,2,2,1.2,0.96,2,5,2.4,0,0,2,3,3.2,1.44,2,9.105,1.382586207,9.658034483,0.663641379,9.105,0,0,0.000148858,217,94,98.4,12,-2,4,6,3.380617019,-35.87759452,0.071050349,1.059208624,0.900678424,0,0.16916881,0.16916881,0.12209157,0.056492688,0.120422683,0.0730594,1,0,3.344977865,2.242270193,1.897475151,2.03250103,3.481199766,2.57847213,2.952125843,-34.65551098,24.88244473,51.21,13.23714341,11.07444466,10.43075228
MnO,1,../data/Structures/Insulators/MnO_CollCode_9864.cif,35,69.5,17.5,54.938045,38.938645,35.4687225,19.4693225,1519,1464.2,786.9,732.1,9,11.5,4.5,7,4,2,3,1,139,73,102.5,36.5,66,1.55,3.44,1.89,2.495,0.945,1.55,0,2,4,2,2,0,0,5,2.5,2.5,0,0,6,7,1,6.5,0.5,6,0,0,0,2,2,1,1,0,5,2.5,0,0,2,3,3.5,1.5,2,9.105,1.382586207,9.796293103,0.691293103,9.105,0,0,0.00015506,217,114.5,102.5,12,-2,2,4,2.828427125,-22.64002008,8.32667E-17,1,1,0,1.9977E-16,1.9977E-16,1.20695E-16,9.05209E-17,1.01063E-16,0.107772304,1,0,3.143796749,2.223,2.223,2.223,3.143796749,3.143796749,3.143796749,-22.63995557,22.63995557,33.668,13.44767255,15.45152979,10.98546357
MnO2,1,../data/Structures/Insulators/MnO2_CollCode_393.cif,35,75.33333333,15.55555556,54.938045,38.938645,28.97894833,17.30606444,1519,1464.2,542.8666667,650.7555556,9,13,4,16,4,2,2.666666667,0.888888889,139,73,90.33333333,32.44444444,66,1.55,3.44,1.89,2.81,0.84,3.44,0,2,4,2.666666667,1.777777778,4,0,5,1.666666667,2.222222222,0,0,6,7,1,6.333333333,0.444444444,6,0,0,0,2,2,1.333333333,0.888888889,2,5,2.222222222,0,0,2,3,3,1.333333333,2,9.105,1.382586207,9.565862069,0.614482759,9.105,0,0,0.000137831,217,80.33333333,91.11111111,12,-2,4,6,4.242640687,-48.9215613,0.099863004,1.074897253,0.850205494,0.00493499,0.171482258,0.166547268,0.115966502,0.074021008,0.177138125,0.221238833,1,0,3.364371039,1.898074351,1.879484042,1.885680811,3.184843561,2.423986809,2.753002495,-46.52725303,26.85193055,72.41,16.91995781,6.822053996,9.26305137
MoO3,1,../data/Structures/Insulators/MoO3_CollCode_35076.cif,37,77.75,13.875,95.96,79.9606,35.98955,29.985225,2896,2841.2,765.1,1065.45,10,13.5,3.75,16,5,3,2.75,1.125,154,88,88,33,66,2.16,3.44,1.28,3.12,0.48,3.44,0.375,2,4,3,1.5,4,0,5,1.25,1.875,0,0,6,6,0,6,0,6,0.375,0,0,2,2,1.5,0.75,2,5,1.875,0,0,2,4,3,1.5,2,9.105,6.585,10.75125,2.469375,9.105,0,0,0,229,66.25,81.375,12,-2,6,8,5.656854249,-65.71726999,0.111711306,1.113557369,0.776577387,0.098788774,0.140065426,0.041276652,0.124736654,0.014182764,0.199789413,0.068682204,1,0,3.63383082,2.332084729,1.670778332,1.980692144,3.481696096,2.578186104,2.885498944,-60.10953956,33.33734462,125.638,52.84829616,9.639019034,12.68433383
MoS2,1,../data/Structures/Insulators/MoS2_CollCode_38401.cif,38,75.33333333,16.88888889,95.96,63.895,53.36333333,28.39777778,2896,2507.64,1224.24,1114.506667,10,12.66666667,4.444444444,16,5,2,3.666666667,0.888888889,154,49,121.3333333,21.77777778,105,2.16,2.58,0.42,2.44,0.186666667,2.58,0.444444444,2,4,2.666666667,1.777777778,4,0,5,1.666666667,2.222222222,0,0,6,6,0,6,0,6,0.444444444,0,0,2,2,1.333333333,0.888888889,2,5,2.222222222,0,0,2,4,3.333333333,1.777777778,2,15.69,10.096875,22.42125,4.4875,25.786875,0.978666667,2.202,0,229,123,70.66666667,70,-2,4,6,4.242640687,-30.99216707,0.068721283,1.051575316,0.896918076,0.093891919,0.128521466,0.034629547,0.116948166,0.015370831,0.150839093,0.175442525,1,0,3.166,2.414229347,2.413828507,2.414028927,3.498524716,3.153633,3.306743878,-26.43523901,20.06060894,54.417,9.538784586,4.926845435,17.75676029
Nd2CuO4,1,../data/Structures/Insulators/Nd2CuO4_CollCode_75824.cif,68,64.28571429,25.95918367,144.242,128.2426,59.43251429,49.6378449,1357.77,1302.97,594.9957143,617.3665306,13,11.57142857,5.06122449,16,6,4,3.428571429,1.632653061,201,135,114,54.85714286,66,1.14,3.44,2.3,2.562857143,1.00244898,3.44,0.244897959,2,4,2.285714286,1.959183673,4,0,10,1.428571429,2.448979592,4,1.632653061,6,11,5,6.714285714,1.224489796,6,0.244897959,0,0,2,2,1.142857143,0.979591837,2,0,0,10,4.081632653,1,9,4.142857143,3.346938776,2,9.105,25.705,16.73,10.33142857,9.105,0,0,0,225,94.42857143,94.20408163,12,-2,3,5,3.082207001,-28.46318725,0.102331736,1.153091058,0.825604296,0.054846978,0.284786653,0.229939675,0.173281845,0.084099403,0.191800978,0.119790302,1,0,3.94362,1.97181,1.97181,1.97181,3.0396,2.788560444,2.872240296,-24.44851218,21.92950253,36.841,12.89723132,11.07205135,13.50636594
Nd2O3,1,../data/Structures/Insulators/Nd2O3_CollCode_32514.cif,68,59.8,32.64,144.242,128.2426,67.29644,61.556448,1294,1239.2,550.48,594.816,13,10.8,6.24,16,6,4,3.6,1.92,201,135,120,64.8,66,1.14,3.44,2.3,2.52,1.104,3.44,0,2,4,2.4,1.92,4,0,0,0,0,4,1.92,6,6,0,6,0,6,0,0,0,2,2,1.2,0.96,2,0,0,10,4.8,2,8,5.2,3.84,2,9.105,25.705,19.387,12.3384,9.105,0,0,0,194,84.8,87.36,12,-2,3,5,3.535533906,-30.22444295,0.083626941,1.115404989,0.852041726,0.032365685,0.230008235,0.19764255,0.138520139,0.070182282,0.155190557,0.252860671,1,0,3.757298762,2.660366332,2.299577353,2.467262736,3.061074932,2.821272897,2.981140921,-29.80978952,20.73926045,40.6,14.67755257,14.91194837,15.19925366
Nd2TiO5,1,../data/Structures/Insulators/Nd2TiO5_CollCode_195209.cif,68,64.5,28.125,144.242,128.2426,52.0435,46.09925,1941,1886.2,600.375,681.96875,13,11.25,5.9375,16,6,4,3.25,1.5625,201,135,111.5,56.875,66,1.14,3.44,2.3,2.6275,1.015625,3.44,0,2,4,2.5,1.875,4,0,2,0.25,0.4375,4,1.5,4,6,2,5.75,0.4375,6,0,0,0,2,2,1.25,0.9375,2,8,1.75,10,3.75,2,8,4.75,3.4375,2,9.105,25.705,16.479375,9.21796875,9.105,0,0,4.92917E-06,194,80.25,85.3125,12,-2,4,6,3.564531155,-36.76156218,0.074293909,1.125811247,0.760985318,0.022118747,0.2078488,0.185730053,0.110628841,0.055282543,0.149402662,0.136063245,1,0,3.844894,1.998281784,1.789954042,1.900559517,3.475158838,2.573305782,2.945304623,-44.35134304,24.49868878,99.299,52.28669424,10.29551382,14.64433797
NdFeO3,1,../data/Structures/Insulators/NdFeO3_CollCode_27275.cif,68,67,24,144.242,128.2426,49.61704,40.341168,1811,1756.2,653.88,718.896,13,11.8,5.04,16,6,4,3.2,1.44,201,135,106.2,48.24,66,1.14,3.44,2.3,2.658,0.9384,3.44,0,2,4,2.4,1.92,4,0,6,1.2,1.92,4,1.28,6,8,2,6.4,0.64,6,0,0,0,2,2,1.2,0.96,2,4,1.28,10,3.2,2,8,4,2.4,2,9.105,25.705,14.571,8.0956,9.105,0,0,0.675412096,229,91.8,95.76,12,-2,3,5,3.273268354,-33.09820354,0.070636734,1.054184996,0.823408165,0.005187189,0.14901438,0.143827191,0.100528158,0.045371873,0.125131899,0.048107166,1,0,3.893221813,2.017100543,2.004408922,2.010605794,3.306384893,2.809036386,2.922876476,-36.26995191,22.69235308,54.91,20.56035382,13.43864253,11.826606
NdMnO3,1,../data/Structures/Insulators/NdMnO3_CollCode_153214.cif,68,66.4,24.72,144.242,128.2426,49.435649,40.1234988,1519,1464.2,595.48,648.816,13,11.6,5.28,16,6,4,3.2,1.44,201,135,107.6,49.92,66,1.14,3.44,2.3,2.602,1.0056,3.44,0,2,4,2.4,1.92,4,0,5,1,1.6,4,1.28,6,7,1,6.2,0.32,6,0,0,0,2,2,1.2,0.96,2,5,1.6,10,3.2,2,8,4.2,2.64,2,9.105,25.705,14.52251724,8.114993103,9.105,0,0,9.92386E-05,217,89.4,92.88,12,-2,3,5,3.273268354,-33.14001562,0.079024063,1.09516073,0.802439842,0.022455027,0.132775748,0.110320721,0.093102794,0.042317234,0.14121761,0.098783693,1,0,3.915998103,2.223021663,1.910895742,2.02855639,3.406290664,2.724140406,2.945364051,-36.10385512,23.13160673,51.21,13.86486594,10.75817422,11.96269069
NdRhO3,1,../data/Structures/Insulators/NdRhO3_CollCode_172355.cif,68,67.8,23.04,144.242,128.2426,59.02914,51.635688,2237,2182.2,739.08,821.136,13,12,4.8,16,6,4,3.4,1.68,201,135,108.2,50.64,66,1.14,3.44,2.3,2.748,0.8304,3.44,0.32,2,4,2.4,1.92,4,0,8,1.6,2.56,4,1.28,6,9,3,6.6,0.96,6,0.32,0,0,2,2,1.2,0.96,2,2,0.64,10,3.2,2,8,3.8,2.48,2,9.105,25.705,15.153,7.8628,9.105,0,0,0,225,91,94.8,12,-2,3,5,3.273268354,-32.8680908,0.062568786,1.04504211,0.843578036,0.012671889,0.158295461,0.145623572,0.100904094,0.046251097,0.112438109,0.11594693,1,0,3.910907597,2.070942184,2.033192983,2.052184253,3.265917295,2.854093595,2.946459627,-35.11342907,22.8099856,42,7.258079719,12.13585542,12.01434148
NiO,1,../data/Structures/Insulators/NiO_CollCode_9866.cif,26,74,13,58.6934,42.694,37.3464,21.347,1728,1673.2,891.4,836.6,6,13,3,10,4,2,3,1,124,58,95,29,66,1.91,3.44,1.53,2.675,0.765,1.91,0,2,4,2,2,0,0,8,4,4,0,0,6,10,4,8,2,6,0,0,0,2,2,1,1,0,2,1,0,0,2,0,2,0,2,9.105,1.215,9.7125,0.6075,9.105,0,0,0.29769735,225,118.5,106.5,12,-2,2,4,2.828427125,-24.09227603,1.94289E-16,1,1,0,2.12585E-16,2.12585E-16,3.10019E-17,4.65029E-17,1.70499E-16,0.001690992,1,0,2.954292132,2.089,2.089,2.089,2.954292132,2.954292132,2.954292132,-24.09220738,24.09220738,35.187,12.1440164,15.41167795,9.116230969
NiO2,1,../data/Structures/Insulators/NiO2_CollCode_78698.cif,26,78.33333333,11.55555556,58.6934,42.694,30.23073333,18.97511111,1728,1673.2,612.5333333,743.6444444,6,14,2.666666667,16,4,2,2.666666667,0.888888889,124,58,85.33333333,25.77777778,66,1.91,3.44,1.53,2.93,0.68,3.44,0,2,4,2.666666667,1.777777778,4,0,8,2.666666667,3.555555556,0,0,6,10,4,7.333333333,1.777777778,6,0,0,0,2,2,1.333333333,0.888888889,2,2,0.888888889,0,0,2,0,2,0,2,9.105,1.215,9.51,0.54,9.105,0,0,0.264619867,225,83,94.66666667,12,-2,4,6,4.242640687,-45.50797792,0.125104452,1.093828339,0.812343322,1.7339E-16,0.190788409,0.190788409,0.127192273,0.084794848,0.23492503,0.369504164,1,0,2.83527,1.920911144,1.920911144,1.920911144,3.214955928,2.59245878,2.880894902,-40.29958254,27.96460653,76.06,16.06124207,-1.862887257,11.08614965
NiS,1,../data/Structures/Insulators/NiS_HT_FINDSYM_CollCode_42492.cif,27,74.5,13.5,58.6934,26.6284,45.3792,13.3142,1728,1339.64,1058.18,669.82,6,13,3,10,4,1,3.5,0.5,124,19,114.5,9.5,105,1.91,2.58,0.67,2.245,0.335,1.91,0,2,4,2,2,0,0,8,4,4,0,0,6,10,4,8,2,6,0,0,0,2,2,1,1,0,2,1,0,0,2,0,2,0,2,10.32,15.466875,18.0534375,7.7334375,10.32,1.101,0,0.29769735,225,147.5,77.5,70,-2,2,4,2.828427125,-20.70626543,0.025293819,1.025293819,0.974706181,0.02004536,0.10171531,0.08166995,0.060880335,0.040834975,0.05671603,0.042407424,1,0,2.6757,2.394416291,2.394416291,2.394416291,3.332080017,3.332080017,3.332080017,-20.43917125,20.97346487,35.187,11.63652355,21.95593647,13.70656665
P3Ir,1,../data/Structures/Insulators/IrP3_CollCode_23713.cif,23,77.25,8.625,192.217,161.243238,71.2845715,60.46621425,2739,2421.7,922.725,908.1375,6,13.5,2.25,15,6,3,3.75,1.125,141,34,115.5,12.75,107,2.19,2.2,0.01,2.1925,0.00375,2.19,0,2,3,2.25,1.125,3,0,7,1.75,2.625,14,5.25,5,23,18,9.5,6.75,5,0,0,0,3,3,2.25,1.125,3,3,1.125,0,0,3,0,3,0,3,14.21,8.360238095,20.48017857,3.135089286,22.5702381,0.609375,1.625,0,225,57.75,83.625,2,-3,3,6,3.794733192,0,0.042776136,1.028517424,0.914447729,6.31361E-17,0.165323913,0.165323913,0.123992935,0.061996468,0.09066389,0,1,0,4.00755,2.344611844,2.344611844,2.344611844,3.119360975,2.23300686,2.841809993,-69.7250142,25.09846671,178.41,64.83115991,-12.13030129,16.09077112
P3Rh,1,../data/Structures/Insulators/RhP3_CollCode_23712.cif,24,77,9,102.9055,71.931738,48.9566965,26.97440175,2237,1919.7,797.225,719.8875,6,13.5,2.25,15,5,2,3.5,0.75,142,35,115.75,13.125,107,2.19,2.28,0.09,2.2125,0.03375,2.19,0.375,2,3,2.25,1.125,3,0,8,2,3,0,0,5,9,4,6,1.5,5,0.375,0,0,3,3,2.25,1.125,3,2,0.75,0,0,3,0,3,0,3,13.64,8.930238095,20.33767857,3.348839286,22.5702381,0.609375,1.625,0,225,57.75,83.625,2,-3,3,6,3.794733192,0,0.042186138,1.028124092,0.915627723,3.16201E-17,0.165584534,0.165584534,0.124188401,0.0620942,0.089155129,0,1,0,3.99755,2.340756928,2.340756928,2.340756928,3.218624298,2.22743486,2.886714005,-33.53781496,23.75328171,57.56951351,17.81570895,14.19784299,15.970618
PbO,1,../data/Structures/Insulators/PbO_CollCode_62842.cif,6,84,3,207.2,191.2006,111.5997,95.6003,600.61,545.81,327.705,272.905,2,15,1,14,6,4,4,2,146,80,106,40,66,2.33,3.44,1.11,2.885,0.555,2.33,0,2,2,3,1,2,0,10,5,5,14,7,6,28,22,17,11,6,0,0,2,4,2,3,1,2,0,0,0,0,2,2,3,1,2,9.105,19.005,18.6075,9.5025,9.105,0,0,0,225,118.5,106.5,12,-2,2,4,2.828427125,-18.83356095,0.019611166,1.014752349,0.970671201,0.048252387,0.122011505,0.073759118,0.097393387,0.032792412,0.033630877,0.035759064,1,0,3.811157085,2.311482356,2.311482356,2.311482356,2.810325191,2.810325191,2.810325191,-20.61729768,17.04837587,31.9373,13.12651276,8.692741462,19.8316964
PbTiO3,1,../data/Structures/Insulators/PbTiO3_CollCode_61168.cif,44,77,13.6,207.2,191.2006,60.61304,58.634784,1941,1886.2,541.202,583.6824,12,13.2,3.68,16,6,4,3.2,1.44,160,94,100.8,41.76,66,1.54,3.44,1.9,2.838,0.7224,3.44,0,2,4,2.8,1.44,4,0,10,2.4,3.04,14,4.48,4,28,24,10,7.2,6,0,0,0,4,4,2,0.8,2,8,2.56,0,0,2,6,3.6,1.92,2,9.105,19.005,14.423,6.3816,9.105,0,0,7.21067E-06,225,91,94.8,12,-2,4,6,3.380617019,-36.14509479,0.084094529,1.113166685,0.789763678,0.045754431,0.134123065,0.088368634,0.102656132,0.033308608,0.146272021,0.162532411,1,0,3.902,1.978917995,1.7700404,1.926698597,2.833425767,2.75913066,2.803707724,-44.82281151,23.72164291,99.299,52.34150453,10.0927255,12.65552204
PdO,1,../data/Structures/Insulators/PdO_CollCode26598.cif,25,74.5,12.5,106.42,90.4206,61.2097,45.2103,1828.05,1773.25,941.425,886.625,6,13,3,10,5,3,3.5,1.5,139,73,102.5,36.5,66,2.2,3.44,1.24,2.82,0.62,2.2,1,0,4,2,2,0,0,10,5,5,0,0,6,10,4,8,2,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,5.305,11.7575,2.6525,9.105,0,0,0,225,118.5,106.5,12,-2,2,4,2.828427125,-23.0699255,0.018244486,1.015570835,0.973301535,1.68037E-17,0.058404623,0.058404623,0.041029671,0.023445526,0.035327763,0.271719011,1,0,3.329785025,2.010561178,2.010561178,2.010561178,3.02,2.655,2.8375,-23.37545735,22.76596025,32.93,9.175501603,11.83859621,12.107331
Pr2CuO4,1,../data/Structures/Insulators/PrCu2O4_CollCode_91071.cif,70,63.71428571,26.69387755,140.90765,124.90825,58.47984286,48.54907755,1357.77,1302.97,569.2814286,587.9787755,13,11.57142857,5.06122449,16,6,4,3.428571429,1.632653061,203,137,114.5714286,55.51020408,66,1.13,3.44,2.31,2.56,1.005714286,3.44,0.244897959,2,4,2.285714286,1.959183673,4,0,10,1.428571429,2.448979592,3,1.224489796,5,11,6,6.428571429,1.306122449,6,0.244897959,0,0,2,2,1.142857143,0.979591837,2,0,0,11,4.489795918,1,10,4.428571429,3.755102041,2,9.105,26.57,16.97714286,10.6844898,9.105,0,0,0,225,94.42857143,94.20408163,12,-2,3,5,3.082207001,-28.26566127,0.117622868,1.17639041,0.801369569,0.048684208,0.325848059,0.277163851,0.188269,0.102098094,0.22167248,0.231437937,1,0,3.9609,1.98045,1.98045,1.98045,3.059875,2.80077925,2.8871445,-24.13554745,22.11866831,36.841,12.91316099,10.98011173,13.71587116
Pr2O3,1,../data/Structures/Insulators/Pr2O3_HT_CollCode_75481.cif,70,59,33.6,140.90765,124.90825,65.9627,59.95596,1204,1149.2,514.48,551.616,13,10.8,6.24,16,6,4,3.6,1.92,203,137,120.8,65.76,66,1.13,3.44,2.31,2.516,1.1088,3.44,0,2,4,2.4,1.92,4,0,0,0,0,3,1.44,5,6,1,5.6,0.48,6,0,0,0,2,2,1.2,0.96,2,0,0,11,5.28,2,9,5.6,4.32,2,9.105,26.57,19.733,12.7536,9.105,0,0,0,194,84.8,87.36,12,-2,3,5,3.535533906,-30.04787406,0.036465876,1.061889104,0.954417654,0.056895204,0.138798738,0.081903534,0.100048958,0.030999824,0.06777322,0.348396925,1,0,3.781072124,2.675283658,2.304859493,2.485855711,3.8589,2.908759222,3.284771655,-29.60009805,20.83764545,38.981,13.54894895,15.31059443,15.50908237
Pr2TiO5,1,../data/Structures/Insulators/Pr2TiO5_CollCode_195208.cif,70,64,28.75,140.90765,124.90825,51.2099125,44.84886875,1941,1886.2,577.875,653.84375,13,11.25,5.9375,16,6,4,3.25,1.5625,203,137,112,57.5,66,1.13,3.44,2.31,2.625,1.01875,3.44,0,2,4,2.5,1.875,4,0,2,0.25,0.4375,3,1.125,4,6,2,5.5,0.625,6,0,0,0,2,2,1.25,0.9375,2,8,1.75,11,4.125,2,9,5,3.75,2,9.105,26.57,16.695625,9.4896875,9.105,0,0,4.92917E-06,194,80.25,85.3125,12,-2,4,6,3.564531155,-36.49443491,0.073237849,1.126332977,0.764741194,0.025936561,0.210768623,0.184832061,0.110399195,0.055060855,0.146831632,0.185873732,1,0,3.871399,2.009403622,1.794221552,1.920536152,3.527632698,2.58030346,2.956333188,-43.73613025,24.46892137,99.299,52.3123348,9.729341619,14.84617959
PrMnO3,1,../data/Structures/Insulators/PrMnO3_CollCode_97081.cif,70,66,25.2,140.90765,124.90825,48.768779,39.3232548,1519,1464.2,577.48,627.216,13,11.6,5.28,16,6,4,3.2,1.44,203,137,108,50.4,66,1.13,3.44,2.31,2.6,1.008,3.44,0,2,4,2.4,1.92,4,0,5,1,1.6,3,0.96,5,7,2,6,0.4,6,0,0,0,2,2,1.2,0.96,2,5,1.6,11,3.52,2,9,4.4,2.88,2,9.105,26.57,14.69551724,8.391793103,9.105,0,0,9.92386E-05,217,89.4,92.88,12,-2,3,5,3.273268354,-33.08486841,0.078683071,1.092789844,0.803292323,0.024483898,0.133731878,0.10924798,0.093965012,0.041698639,0.140441882,0.12150715,1,0,3.920177258,2.210081794,1.908733394,2.023905036,3.427012152,2.721929844,2.946448863,-36.28251053,23.03685373,51.21,13.868786,10.82576287,12.01414898
PrO2,1,../data/Structures/Insulators/PrO2_CollCode_77653.cif,70,63.66666667,31.11111111,140.90765,124.90825,57.63548333,55.51477778,1204,1149.2,437.8666667,510.7555556,13,11.66666667,5.777777778,16,6,4,3.333333333,1.777777778,203,137,111.6666667,60.88888889,66,1.13,3.44,2.31,2.67,1.026666667,3.44,0,2,4,2.666666667,1.777777778,4,0,0,0,0,3,1.333333333,5,6,1,5.666666667,0.444444444,6,0,0,0,2,2,1.333333333,0.888888889,2,0,0,11,4.888888889,2,9,5,4,2,9.105,26.57,17.96166667,11.80888889,9.105,0,0,0,194,72.66666667,80.88888889,12,-2,4,6,4.242640687,-41.43672787,0.037257104,1.027942828,0.944114343,0,0.069488301,0.069488301,0.046325534,0.030883689,0.104166667,0.21064744,1,0,3.812719764,2.334804489,2.334804489,2.334804489,2.696,2.696,2.696,-40.41008514,21.74219893,57.53,14.77226033,9.293078008,13.06376636
PrRhO3,1,../data/Structures/Insulators/PrRhO3_CollCode_172354.cif,70,67.4,23.52,140.90765,124.90825,58.36227,50.835444,2237,2182.2,721.08,799.536,13,12,4.8,16,6,4,3.4,1.68,203,137,108.6,51.12,66,1.13,3.44,2.31,2.746,0.8328,3.44,0.32,2,4,2.4,1.92,4,0,8,1.6,2.56,3,0.96,5,9,4,6.4,1.04,6,0.32,0,0,2,2,1.2,0.96,2,2,0.64,11,3.52,2,9,4,2.8,2,9.105,26.57,15.326,8.1396,9.105,0,0,0,225,91,94.8,12,-2,3,5,3.273268354,-32.78463928,0.063829642,1.044486847,0.840425894,0.009907266,0.156839231,0.146931965,0.101081563,0.046261378,0.11460353,0.17922443,1,0,3.923963373,2.066398491,2.036019864,2.053637911,3.286127394,2.861211239,2.953537465,-35.16149512,22.72232985,42,7.270330171,12.10123249,12.13185601
PtO2,1,../data/Structures/Insulators/PtO2_CollCode_202407.cif,24,79,10.66666667,195.084,179.0846,75.69426667,79.59315556,2041.4,1986.6,717,882.9333333,6,14,2.666666667,16,6,4,3.333333333,1.777777778,136,70,89.33333333,31.11111111,66,2.28,3.44,1.16,3.053333333,0.515555556,3.44,0.444444444,2,4,2.666666667,1.777777778,4,0,9,3,4,14,6.222222222,6,24,18,12,8,6,0.444444444,0,0,2,2,1.333333333,0.888888889,2,1,0.444444444,0,0,2,0,2,0,2,9.105,5.915,11.07666667,2.628888889,9.105,0,0,0,225,83,94.66666667,12,-2,4,6,4.242640687,-46.16696699,0.087833658,1.116558085,0.868249513,0.023350851,0.158470655,0.135119804,0.112145384,0.059196355,0.15828275,0.329996674,1,0,3.507998639,2.003391736,1.989106276,1.998629916,3.136,2.493956252,2.814947707,-44.17117065,25.0744718,56,8.895195101,11.33006588,10.63636083
