Compound,Label,struct_file_path,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,ewald_energy_per_atom,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,minimum neighbor distance variation,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,gii,struct_ordered,struct_disordered,max_mm_dists,min_mm_dists,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
SrRuO3,0,../data/Structures/Metals/SrRuO3_CollCode_75561.cif,8,44,36,21.2,15.84,8,8,87,79,65,26.4,87,15.9994,101.07,85.0706,47.33764,37.605888,15.9994,54.8,2607,2552.2,764.28,851.376,54.8,2,16,14,11.6,5.28,16,2,5,3,3.2,1.44,2,66,195,129,107.8,50.16,66,0.95,3.44,2.49,2.694,0.8952,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,8,6,5.6,1.44,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,54.23,45.125,19.011,14.0876,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,-2,4,6,3.380617019,-36.14918227,0.079941181,1.094683762,0.800147048,0.003832314,0.125982281,0.122149966,0.087009616,0.046227726,0.141489557,0.155205961,1,0,3.925202694,3.92356,3.924381347,1.991899022,1.978467706,1.983937671,3.579973287,2.760022955,2.94756764,-44.75848271,23.73817176,45,59,10.33072102,8.527722349,12.08996707
IrO2,0,../data/Structures/Metals/IrO2_CollCode_84577.cif,8,77,69,31,30.66666667,8,60,87,27,78,12,87,15.9994,192.217,176.2176,74.7386,78.31893333,15.9994,54.8,2739,2684.2,949.5333333,1192.977778,54.8,9,16,7,13.66666667,3.111111111,16,2,6,4,3.333333333,1.777777778,2,66,141,75,91,33.33333333,66,2.2,3.44,1.24,3.026666667,0.551111111,3.44,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,0,7,7,2.333333333,3.111111111,0,0,14,14,4.666666667,6.222222222,0,6,23,17,11.66666667,7.555555556,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,3,3,1,1.333333333,0,0,0,0,0,0,0,2,3,1,2.333333333,0.444444444,2,9.105,14.21,5.105,10.80666667,2.268888889,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,83,94.66666667,12,-2,4,6,4.242640687,-46.55224394,0.093338388,1.070003791,0.859992417,0.016153817,0.169483129,0.153329312,0.118373358,0.068146361,0.163088389,0.33809062,1,0,3.555580332,3.555580332,3.555580332,1.998811236,1.960410092,1.979610664,2.79972393,2.450353336,2.683267066,-44.47059903,25.35667573,40,57,12.95012666,14.84247794,10.68445198
LaNiO3,0,../data/Structures/Metals/LaNiO3_CollCode_67714.cif,8,57,49,21.8,16.56,8,13,87,74,67,24,87,15.9994,138.90547,122.90607,49.119414,39.7440168,15.9994,54.8,1728,1673.2,617.08,674.736,54.8,3,16,13,12.2,4.56,16,2,6,4,3.2,1.44,2,66,207,141,105.8,47.76,66,1.1,3.44,2.34,2.666,0.9288,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,8,8,1.8,2.48,0,0,0,0,0,0,0,3,10,7,6.2,1.52,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.2,2.72,0,0,0,0,0,0,0,2,9,7,3.4,2.24,2,9.105,36.8975,27.7925,14.9065,8.7964,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.11907894,0.190526304,0,12,225,213,91,94.8,12,-2,3,5,3.273268354,-33.53280898,0.080781511,1.098843534,0.798046222,0.001611745,0.124763628,0.123151884,0.085267021,0.047395929,0.143094675,0.381625687,1,0,3.831608844,3.831608844,3.831608844,1.932730134,1.932730134,1.932730134,3.486840561,2.703923068,2.914259428,-38.33103051,22.56603173,35.187,54.92,15.97487891,10.54882688,11.24771902
SrMoO3,0,../data/Structures/Metals/SrMoO3_CollCode_174208.cif,8,42,34,20.8,15.36,8,8,87,79,63.8,27.84,87,15.9994,95.96,79.9606,46.31564,36.379488,15.9994,54.8,2896,2841.2,822.08,920.736,54.8,2,16,14,11.2,5.76,16,2,5,3,3.2,1.44,2,66,195,129,109.4,52.08,66,0.95,3.44,2.49,2.686,0.9048,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,5.2,1.28,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,6,6,2.4,1.44,2,9.105,54.23,45.125,19.447,13.9132,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,-2,4,6,3.380617019,-35.86152852,0.084157582,1.116671577,0.789606045,1.1169E-16,0.12240775,0.12240775,0.07344465,0.05875572,0.15,0.27709566,1,0,3.97609,3.97609,3.97609,1.988045,1.988045,1.988045,2.811520202,2.811520202,2.811520202,-44.82573371,23.38045618,40.33,54.417,10.46543962,12.92225313,12.57183332
CrO2,0,../data/Structures/Metals/CrO2_CollCode_202836.cif,8,24,16,13.33333333,7.111111111,8,49,87,38,74.33333333,16.88888889,87,15.9994,51.9961,35.9967,27.9983,15.99853333,15.9994,54.8,2180,2125.2,763.2,944.5333333,54.8,6,16,10,12.66666667,4.444444444,16,2,4,2,2.666666667,0.888888889,2,66,139,73,90.33333333,32.44444444,66,1.66,3.44,1.78,2.846666667,0.791111111,3.44,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,6,6,0,6,0,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,9.105,11.19,2.085,9.8,0.926666667,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,84.33333333,96.44444444,12,-2,4,6,4.242640687,-48.44328635,0.099028215,1.074271161,0.851457677,0.005186849,0.170680128,0.165493278,0.115515701,0.073552568,0.175416185,0.461232813,1,0,3.450124167,3.450124167,3.450124167,1.91143509,1.891074541,1.901254816,2.68881889,2.471404295,2.616347359,-46.10256388,26.56143024,49.16,69.46,16.12633862,8.2194169,9.504906711
Ca3Ru2O7,0,../data/Structures/Metals/Ca3Ru2O7_CollCode_153769.cif,8,44,36,17,10.5,8,7,87,80,61.83333333,29.36111111,87,15.9994,101.07,85.0706,36.19748333,23.56443056,15.9994,54.8,2607,2552.2,745.2166667,805.4861111,54.8,2,16,14,11.16666667,5.638888889,16,2,5,3,3,1.166666667,2,66,176,110,106.8333333,47.63888889,66,1,3.44,2.44,2.623333333,0.952777778,3.44,1,2,1,1.833333333,0.277777778,2,0,4,4,2.333333333,1.944444444,4,0,7,7,1.166666667,1.944444444,0,0,0,0,0,0,0,2,8,6,5.333333333,1.666666667,6,0,1,1,0.166666667,0.277777778,0,0,2,2,1.166666667,0.972222222,2,0,3,3,0.5,0.833333333,0,0,0,0,0,0,0,0,4,4,1.833333333,0.916666667,2,9.105,37.77,28.665,17.00541667,10.38229167,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,95.58333333,97.51388889,12,-2,4,6,3.246010685,-33.81087033,0.05966631,1.065128203,0.821001069,0.007953626,0.152876055,0.14492243,0.10668691,0.039681704,0.123644509,0.117211702,1,0,3.88610048,3.851353407,3.868726944,2.001217091,1.981048817,1.992857194,3.488881884,2.740998508,2.933553444,-43.37820348,25.38567693,45,59,10.27793581,8.827433771,12.12024632
WO2,0,../data/Structures/Metals/WO2_CollCode_8217.cif,8,74,66,30,29.33333333,8,51,87,36,75,16,87,15.9994,183.84,167.8406,71.94626667,74.59582222,15.9994,54.8,3695,3640.2,1268.2,1617.866667,54.8,6,16,10,12.66666667,4.444444444,16,2,6,4,3.333333333,1.777777778,2,66,162,96,98,42.66666667,66,2.36,3.44,1.08,3.08,0.48,3.44,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,0,4,4,1.333333333,1.777777778,0,0,14,14,4.666666667,6.222222222,0,6,20,14,10.66666667,6.222222222,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,6,6,2,2.666666667,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,9.105,16.05,6.945,11.42,3.086666667,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,84.33333333,96.44444444,12,-2,4,6,4.242640687,-45.0671123,0.093954262,1.078199111,0.859068606,0.037905277,0.16348087,0.125575593,0.118589077,0.0537892,0.17878144,0.149429256,1,0,2.476184128,2.476184128,2.476184128,2.10761554,1.957126301,2.007761872,3.405116885,2.699899713,2.879542216,-42.46557654,26.48401289,38.2,51.6,7.584741822,15.86678247,10.88259677
NbO,0,../data/Structures/Metals/NbO_CollCode_237585.cif,8,41,33,24.5,16.5,8,47,87,40,67,20,47,15.9994,92.90638,76.90698,54.45289,38.45349,15.9994,54.8,2750,2695.2,1402.4,1347.6,54.8,5,16,11,10.5,5.5,5,2,5,3,3.5,1.5,2,66,164,98,115,49,66,1.6,3.44,1.84,2.52,0.92,1.6,1,2,1,1.5,0.5,1,0,4,4,2,2,0,0,4,4,2,2,0,0,0,0,0,0,0,5,6,1,5.5,0.5,5,0,1,1,0.5,0.5,0,0,2,2,1,1,0,0,6,6,3,3,0,0,0,0,0,0,0,2,7,5,4.5,2.5,2,9.105,18.18,9.075,13.6425,4.5375,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,120.5,108.5,12,-2,2,4,2.828427125,-20.57308131,2.22045E-16,1,1,0.171572875,0.171572875,8.32667E-17,0.171572875,2.31296E-17,2.37779E-16,,1,0,2.978086275,2.978086275,2.978086275,2.105825,2.105825,2.105825,2.978086275,2.978086275,2.978086275,-20.57241645,20.57241645,14.32,25.04,5.884797568,12.27600804,12.45103828
SrFeO3,0,../data/Structures/Metals/SrFeO3_CollCode_91062.cif,8,38,30,17.6,11.52,8,8,87,79,64.8,26.64,87,15.9994,87.62,71.6206,38.29264,26.751888,15.9994,54.8,1811,1756.2,605.08,660.336,54.8,2,16,14,11.6,5.28,16,2,5,3,3,1.2,2,66,195,129,105,46.8,66,0.95,3.44,2.49,2.62,0.984,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.2,1.92,0,0,0,0,0,0,0,2,8,6,5.6,1.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,54.23,45.125,18.455,14.31,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,98,103.2,12,-2,4,6,3.380617019,-37.02639962,0.084157582,1.116671577,0.789606045,8.15421E-17,0.12240775,0.12240775,0.07344465,0.05875572,0.15,,1,0,3.851,3.851,3.851,1.9255,1.9255,1.9255,2.723068214,2.723068214,2.723068214,-46.28178435,24.13991119,54.91,75,16.35080239,0.322484318,11.42222081
BaOsO3,0,../data/Structures/Metals/BaOsO3_SD_0375565.cif,8,76,68,31.2,27.84,8,9,87,78,65.4,25.92,87,15.9994,190.23,174.2306,75.11104,70.933968,15.9994,54.8,3306,3251.2,894.08,1007.136,54.8,2,16,14,11.6,5.28,16,2,6,4,3.6,1.92,2,66,215,149,111.4,54.48,66,0.89,3.44,2.55,2.682,0.9096,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.2,1.92,0,0,14,14,2.8,4.48,0,2,22,20,8.4,5.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,63.59,54.485,20.999,17.0364,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,-2,4,6,3.380617019,-32.60682172,0.091910292,1.127400795,0.768788805,0.004945385,0.133902509,0.128957124,0.078131599,0.05394873,0.172403693,0.817184617,1,0,2.5770006,2.5770006,2.5770006,2.110866952,2.097129506,2.10555303,3.1,2.89354,2.978994305,-36.65969965,22.48152325,41,55,8.412244219,3.591514788,16.28991475
SrCoO3,0,../data/Structures/Metals/SrCoO3_CollCode_184078.cif,8,38,30,17.8,11.76,8,8,87,79,65.4,25.92,87,15.9994,87.62,71.6206,38.910279,27.4930548,15.9994,54.8,1768,1713.2,596.48,650.016,54.8,2,16,14,11.8,5.04,16,2,5,3,3,1.2,2,66,195,129,103.8,45.36,66,0.95,3.44,2.49,2.63,0.972,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,9,7,5.8,1.52,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,9.105,54.23,45.125,18.358,14.3488,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,225,213,91,94.8,12,-2,4,6,3.380617019,-36.98798053,0.084157582,1.116671577,0.789606045,4.07287E-17,0.12240775,0.12240775,0.07344465,0.05875572,0.15,0.29245846,1,0,3.855,3.855,3.855,1.9275,1.9275,1.9275,2.725896641,2.725896641,2.725896641,-46.23376175,24.11486329,51.27,79.5,24.49468223,3.8971735,11.45785028
LaRuO3,0,../data/Structures/Metals/LaRuO3_CollCode_75569.cif,8,57,49,25,20.4,8,13,87,74,66,25.2,87,15.9994,138.90547,122.90607,57.594734,49.9144008,15.9994,54.8,2607,2552.2,792.88,885.696,54.8,3,16,13,11.8,5.04,16,2,6,4,3.4,1.68,2,66,207,141,110.2,53.04,66,1.1,3.44,2.34,2.724,0.8592,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,1.6,2.16,0,0,0,0,0,0,0,3,8,5,5.8,1.12,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2.4,2.88,0,0,0,0,0,0,0,2,9,7,3.8,2.16,2,9.105,36.8975,27.7925,15.5445,8.5412,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,-2,3,5,3.273268354,-32.52500262,0.073630144,1.067453778,0.81592464,0.00877332,0.143514399,0.13474108,0.098274831,0.041537959,0.130910145,0.020493113,1,0,3.971024696,3.94485,3.957937348,2.046775858,2.012547147,2.030541707,3.5887697,2.858085138,2.977909775,-36.052266,22.12470373,28.47,45,12.89182973,14.90462246,12.43751367
SrCrO3,0,../data/Structures/Metals/SrCrO3_CollCode_245834.cif,8,38,30,17.2,11.04,8,8,87,79,63.6,28.08,87,15.9994,87.62,71.6206,37.52286,25.828152,15.9994,54.8,2180,2125.2,678.88,748.896,54.8,2,16,14,11.2,5.76,16,2,5,3,3,1.2,2,66,195,129,106.4,48.48,66,0.95,3.44,2.49,2.586,1.0248,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,5.2,1.28,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,6,6,2.4,1.44,2,9.105,54.23,45.125,18.547,14.2732,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,-2,4,6,3.380617019,-37.32883003,0.084157582,1.116671577,0.789606045,1.1626E-16,0.12240775,0.12240775,0.07344465,0.05875572,0.15,0.362254941,1,0,3.8198,3.8198,3.8198,1.9099,1.9099,1.9099,2.701006483,2.701006483,2.701006483,-46.65981243,24.33708519,49.16,69.46,16.53026075,6.586603112,11.1468426
W18O49,0,../data/Structures/Metals/W18O49_CollCode_15254.cif,8,74,66,25.73134328,25.93539764,8,51,87,36,77.32835821,14.14658053,87,15.9994,183.84,167.8406,61.09090448,65.95473789,15.9994,54.8,3695,3640.2,1032.764179,1430.455068,54.8,6,16,10,13.31343284,3.929605703,16,2,6,4,3.074626866,1.571842281,2,66,162,96,91.79104478,37.72421475,66,2.36,3.44,1.08,3.149850746,0.424397416,3.44,2,2,0,2,0,2,0,4,4,2.925373134,1.571842281,4,0,4,4,1.074626866,1.571842281,0,0,14,14,3.76119403,5.501447984,0,6,20,14,9.76119403,5.501447984,6,0,0,0,0,0,0,0,2,2,1.462686567,0.785921141,2,0,6,6,1.611940299,2.357763422,0,0,0,0,0,0,0,2,6,4,3.074626866,1.571842281,2,9.105,16.05,6.945,10.9708209,2.729111161,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,70.29850746,85.27244375,12,-2,6,8,5.235056132,-61.75683342,0.107286729,1.192659064,0.781315324,0.015850647,0.194281785,0.178431138,0.108421041,0.033144441,0.260661437,0.307259267,1,0,3.339139617,2.653118223,3.245741977,2.222621394,1.631300557,1.948003143,2.979781807,2.111372346,2.697793903,-35.07784066,38.73931543,64.77,122.01,52.80352597,-6.055665433,13.16495659
Sr3Ru2O7,0,../data/Structures/Metals/Sr3Ru2O7_CollCode_33803.cif,8,44,36,21.5,15.75,8,8,87,79,62.08333333,29.06944444,87,15.9994,101.07,85.0706,48.08298333,37.43084722,15.9994,54.8,2607,2552.2,728.9666667,786.5277778,54.8,2,16,14,11.16666667,5.638888889,16,2,5,3,3.25,1.458333333,2,66,195,129,111.5833333,53.18055556,66,0.95,3.44,2.49,2.610833333,0.967361111,3.44,1,2,1,1.833333333,0.277777778,2,0,4,4,2.333333333,1.944444444,4,0,7,7,1.166666667,1.944444444,0,0,0,0,0,0,0,2,8,6,5.333333333,1.666666667,6,0,1,1,0.166666667,0.277777778,0,0,2,2,1.166666667,0.972222222,2,0,3,3,0.5,0.833333333,0,0,0,0,0,0,0,0,4,4,1.833333333,0.916666667,2,9.105,54.23,45.125,21.12041667,16.55479167,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,95.58333333,97.51388889,12,-2,4,6,3.246010685,-33.52110857,0.072296168,1.100390592,0.783111497,0.003565462,0.124438291,0.120872829,0.074022609,0.045394165,0.181937167,0.20173703,1,0,3.9953088,3.9953088,3.9953088,2.014096,1.94528137,1.975578285,3.555414138,2.750857511,2.855527445,-44.70396991,24.81105053,45,59,10.39586057,9.515376594,12.96012039
MoO2,0,../data/Structures/Metals/MoO2_CollCode_80830.cif,8,42,34,19.33333333,15.11111111,8,50,87,37,74.66666667,16.44444444,87,15.9994,95.96,79.9606,42.65293333,35.53804444,15.9994,54.8,2896,2841.2,1001.866667,1262.755556,54.8,6,16,10,12.66666667,4.444444444,16,2,5,3,3,1.333333333,2,66,154,88,95.33333333,39.11111111,66,2.16,3.44,1.28,3.013333333,0.568888889,3.44,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,6,6,0,6,0,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,9.105,15.69,6.585,11.3,2.926666667,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,84.33333333,96.44444444,12,-2,4,6,4.242640687,-45.10673687,0.094367455,1.077597326,0.858448817,0.035479704,0.163828966,0.128349262,0.118763778,0.055522716,0.178309445,0.322788123,1,0,2.512707328,2.512707328,2.512707328,2.074889107,1.971074584,2.010207988,3.384743701,2.715671398,2.88069032,-42.54968525,26.25677881,40.33,54.417,8.356268913,13.60238431,10.95913936
OsO2,0,../data/Structures/Metals/OsO2_CollCode_15070.cif,8,76,68,30.66666667,30.22222222,8,57,87,30,77,13.33333333,87,15.9994,190.23,174.2306,74.07626667,77.43582222,15.9994,54.8,3306,3251.2,1138.533333,1444.977778,54.8,8,16,8,13.33333333,3.555555556,16,2,6,4,3.333333333,1.777777778,2,66,144,78,92,34.66666667,66,2.2,3.44,1.24,3.026666667,0.551111111,3.44,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,0,6,6,2,2.666666667,0,0,14,14,4.666666667,6.222222222,0,6,22,16,11.33333333,7.111111111,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,4,4,1.333333333,1.777777778,0,0,0,0,0,0,0,2,4,2,2.666666667,0.888888889,2,9.105,14.09,4.985,10.76666667,2.215555556,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,72.66666667,80.88888889,12,-2,4,6,4.242640687,-46.43866148,0.092226383,1.069169787,0.861660425,0.019386981,0.169393609,0.150006629,0.1193914,0.066669613,0.160967636,0.164449672,1,0,3.558181396,3.558181396,3.558181396,2.006474738,1.960867109,1.983670923,2.805519683,2.442651076,2.684563481,-44.38707976,25.26988093,41,55,9.953087154,13.68705256,10.7470953
SrVO3,0,../data/Structures/Metals/SrVO3_CollCode_88982.cif,8,38,30,17,10.8,8,8,87,79,63,28.8,87,15.9994,87.62,71.6206,37.31194,25.575048,15.9994,54.8,2183,2128.2,679.48,749.616,54.8,2,16,14,11,6,16,2,5,3,3,1.2,2,66,195,129,109.2,51.84,66,0.95,3.44,2.49,2.58,1.032,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,6,4,5,1.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,0,7,7,2.6,1.76,2,9.105,54.23,45.125,18.911,14.1276,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,-2,4,6,3.380617019,-37.12376395,0.084157582,1.116671577,0.789606045,0,0.12240775,0.12240775,0.07344465,0.05875572,0.15,0.230191551,1,0,3.8409,3.8409,3.8409,1.92045,1.92045,1.92045,2.715926436,2.715926436,2.715926436,-46.40348656,24.20338931,46.709,65.28165,14.82361982,8.688999518,11.33258529
LaCuO3,0,../data/Structures/Metals/LaCuO3_CollCode_73554.cif,8,57,49,22,16.8,8,13,87,74,67.6,23.28,87,15.9994,138.90547,122.90607,50.089934,40.9086408,15.9994,54.8,1357.77,1302.97,543.034,585.8808,54.8,3,16,13,12.4,4.32,16,2,6,4,3.2,1.44,2,66,207,141,107.4,49.68,66,1.1,3.44,2.34,2.664,0.9312,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,11,8,6.4,1.84,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,36.8975,27.7925,15.0565,8.7364,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,-2,3,5,3.273268354,-33.1963344,0.080788148,1.098777031,0.798029631,0.001494503,0.124945424,0.12345092,0.085444326,0.047401318,0.143091218,0.17490188,1,0,3.870573596,3.870573596,3.870573596,1.952442824,1.952442824,1.952442824,3.521912543,2.732650191,2.944153343,-37.94382116,22.34021971,36.841,57.38,16.81871161,8.357028111,11.59474465
