Compound,Label,struct_file_path,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,ewald_energy_per_atom,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,minimum neighbor distance variation,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,gii,struct_ordered,struct_disordered,max_mm_dists,min_mm_dists,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
SrSnO3,1,../data/Structures/Insulators/SrSnO3_CollCode_90846.cif,8,50,42,22.4,17.28,8,8,87,79,69.8,24.72,87,15.9994,118.71,102.7106,50.86564,41.839488,15.9994,54.8,1050,995.2,343.896,346.9152,54.8,2,16,14,12.8,4.32,16,2,5,3,3.2,1.44,2,66,195,129,106.4,48.48,66,0.95,3.44,2.49,2.646,0.9528,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2,3.2,0,0,0,0,0,0,0,2,14,12,6.8,2.88,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,54.23,45.125,22.966,16.6332,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,80.4,82.08,12,-2,4,6,3.380617019,-35.10732982,0.078144215,1.085821168,0.804639463,0.002200747,0.131575782,0.129375034,0.09220861,0.045899927,0.138016976,0.036172729,1,0,4.034864903,4.03241,4.033637451,2.052206838,2.045922105,2.048630838,3.583077466,2.873582371,3.027017597,-43.28198336,23.06450456,40.74,77.03,32.72010802,10.8667579,13.12962952
SrLaVO4,1,../data/Structures/Insulators/LaSrVO4_CollCode_80489.cif,8,57,49,21.42857143,15.34693878,8,8,87,79,59.28571429,31.67346939,87,15.9994,138.90547,122.90607,48.78065286,37.46428898,15.9994,54.8,2183,2128.2,663.6,695.7714286,54.8,2,16,14,10.57142857,6.204081633,16,2,6,4,3.285714286,1.469387755,2,66,207,141,117,58.28571429,66,0.95,3.44,2.49,2.491428571,1.084081633,3.44,2,2,0,2,0,2,0,4,4,2.285714286,1.959183673,4,0,3,3,0.571428571,0.816326531,0,0,0,0,0,0,0,2,6,4,4.857142857,1.346938776,6,0,0,0,0,0,0,0,2,2,1.142857143,0.979591837,2,0,9,9,2.285714286,3.265306122,0,0,0,0,0,0,0,0,9,9,3.428571429,2.612244898,2,9.105,54.23,45.125,20.07964286,14.56234694,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,99.42857143,99.91836735,12,-2,3,5,2.977694858,-28.65403353,0.071283256,1.080135354,0.788996896,0.039076286,0.127575831,0.088499545,0.08096576,0.033698019,0.188970187,,0,1,6.900697713,6.900697713,6.900697713,2.133547,1.9414,2.0374735,3.434789061,2.74555421,2.95314001,-36.53557528,22.93017129,29.3111,46.709,15.3112052,15.37642577,13.635288
Sr2FeOsO6,1,../data/Structures/Insulators/Sr2FeOsO6_CollCode_188946.cif,8,76,68,22.6,17.52,8,8,87,79,65,26.4,87,15.9994,190.23,174.2306,51.73114,42.878088,15.9994,54.8,3306,3251.2,754.58,839.736,54.8,2,16,14,11.6,5.28,16,2,6,4,3.2,1.44,2,66,195,129,106.2,48.24,66,0.95,3.44,2.49,2.657,0.9396,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.2,1.92,0,0,14,14,1.4,2.52,0,2,22,20,7,3.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,54.23,45.125,18.791,14.1756,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.21106628,0.379919304,0,12,229,217,94.5,99,12,-2,5,7,3.373323338,-36.21672127,0.083337461,1.112647121,0.775602136,0.004429675,0.122461836,0.118032161,0.079502725,0.050781536,0.148173318,,0,1,3.9505,3.926422535,3.938461267,2.0313471,1.9191529,1.971261834,3.618337588,2.727696264,2.855894639,-43.86837991,23.62802533,41,55,10.34383862,11.48080113,12.18080888
MoS2,1,../data/Structures/Insulators/MoS2_CollCode_38401.cif,16,42,26,24.66666667,11.55555556,16,50,88,38,75.33333333,16.88888889,88,32.065,95.96,63.895,53.36333333,28.39777778,32.065,388.36,2896,2507.64,1224.24,1114.506667,388.36,6,16,10,12.66666667,4.444444444,16,3,5,2,3.666666667,0.888888889,3,105,154,49,121.3333333,21.77777778,105,2.16,2.58,0.42,2.44,0.186666667,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,6,6,0,6,0,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,15.69,25.786875,10.096875,22.42125,4.4875,25.786875,0,2.202,2.202,1.468,0.978666667,2.202,0,0,0,0,0,0,70,229,159,123,70.66666667,70,-2,4,6,4.242640687,-30.9926046,0.068721283,1.051575316,0.896918076,0.093891919,0.128521466,0.034629547,0.116948166,0.015370831,0.150839093,0.175442525,1,0,6.403113548,6.403113548,6.403113548,2.414229347,2.413828507,2.414028927,3.498524716,3.153633,3.326078858,-26.43523901,20.06060894,40.33,54.417,11.83814874,4.926845435,17.75676029
Tm2O3,1,../data/Structures/Insulators/Tm2O3_CollCode_78582.cif,8,69,61,32.4,29.28,8,37,87,50,67,24,87,15.9994,168.93421,152.93481,77.173324,73.4087088,15.9994,54.8,1818,1763.2,760.08,846.336,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,190,124,115.6,59.52,66,1.25,3.44,2.19,2.564,1.0512,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,13,13,5.2,6.24,0,6,15,9,9.6,4.32,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,1,1,0.4,0.48,0,1,2,1,1.6,0.48,2,9.105,29.78,20.675,17.375,9.924,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,-2,3,5,3.535533906,-32.17412249,0.06942875,1.057857292,0.911359344,0.000871001,0.165117025,0.164246024,0.102588148,0.075034653,0.117390613,0.074825992,1,0,3.954213691,3.463528389,3.709364793,2.284523709,2.224155408,2.247085277,3.837190691,2.859814376,3.289309922,-31.32468228,22.24345068,23.66,42.41,14.86802807,15.7891712,14.25638794
PdO,1,../data/Structures/Insulators/PdO_CollCode26598.cif,8,46,38,27,19,8,62,87,25,74.5,12.5,62,15.9994,106.42,90.4206,61.2097,45.2103,15.9994,54.8,1828.05,1773.25,941.425,886.625,54.8,10,16,6,13,3,10,2,5,3,3.5,1.5,2,66,139,73,102.5,36.5,66,2.2,3.44,1.24,2.82,0.62,2.2,0,2,2,1,1,0,0,4,4,2,2,0,0,10,10,5,5,0,0,0,0,0,0,0,6,10,4,8,2,6,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,9.105,14.41,5.305,11.7575,2.6525,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,118.5,106.5,12,-2,2,4,2.828427125,-23.07103434,0.008652659,1.008652659,0.991347341,0.155131838,0.176087033,0.020955194,0.165609435,0.010477597,0.014158349,0.271719011,1,0,3.407231281,3.407231281,3.407231281,2.010561178,2.010561178,2.010561178,2.655,2.655,2.655,-23.37545735,22.76596025,19.43,32.93,9.273797311,11.83859621,12.107331
Sr0.668La3.332Ni2O8,1,../data/Structures/Insulators/La167Sr33Ni100O400_CollCode_95582.cif,8,57,49,23.95057143,18.22922449,8,8,87,79,61.90428571,28.68081633,87,15.9994,138.90547,122.90607,54.76751329,44.30641519,15.9994,54.8,1728,1673.2,612.2054286,637.0347755,54.8,2,16,14,11.38085714,5.279020408,16,2,6,4,3.380857143,1.578122449,2,66,207,141,113.9988571,54.85583673,66,0.95,3.44,2.49,2.5457,1.022057143,3.44,2,2,0,2,0,2,0,4,4,2.285714286,1.959183673,4,0,8,8,1.380857143,1.891183673,0,0,0,0,0,0,0,2,10,8,5.666571429,1.619183673,6,0,0,0,0,0,0,0,2,2,1.142857143,0.979591837,2,0,9,9,2.427714286,3.128408,0,0,0,0,0,0,0,0,9,9,3.570571429,2.584408,2,9.105,54.23,45.125,18.04629357,12.42613367,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.085056386,0.145810947,0,12,225,213,95.90771429,95.89453061,12,-2,3,5,3.013117231,-28.04902877,0.077058857,1.095618808,0.795723501,0.041376508,0.130657609,0.089281101,0.087422507,0.030544131,0.19281625,,0,1,6.911665275,6.911665275,6.911665275,2.210133591,1.9113235,2.060728545,3.327689264,2.703019616,2.953091226,-31.455697,21.93095095,23.78483146,41.69889,15.83067495,14.9033504,13.27911278
Eu2O3,1,../data/Structures/Insulators/Eu2O3_CollCode_96953.cif,8,63,55,30,26.4,8,25,87,62,62.2,29.76,87,15.9994,151.964,135.9646,70.38524,65.263008,15.9994,54.8,1095,1040.2,470.88,499.296,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,198,132,118.8,63.36,66,1.185,3.44,2.255,2.538,1.0824,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,7,7,2.8,3.36,0,6,9,3,7.2,1.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,7,7,2.8,3.36,0,2,7,5,4,2.4,2,9.105,36.46,27.355,20.047,13.1304,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12,-2,3,5,3.535533906,-30.86500025,0.069510168,1.05792514,0.911925894,2.11267E-05,0.165223916,0.165202789,0.10768461,0.069047168,0.12022328,0.078873133,1,0,4.098162419,3.614878728,3.856958517,2.439044531,2.255981589,2.346923453,3.760128359,3.026211004,3.361389724,-29.88498404,21.37799069,24.84,42.94,14.36657898,12.57661563,16.04708176
BaPrO3,1,../data/Structures/Insulators/BaPrO3_CollCode_163752.cif,8,59,51,27.8,23.76,8,9,87,78,57.4,35.52,87,15.9994,140.90765,124.90825,65.24657,59.096604,15.9994,54.8,1204,1149.2,473.68,502.656,54.8,2,16,14,10.6,6.48,16,2,6,4,3.6,1.92,2,66,215,149,123.2,68.64,66,0.89,3.44,2.55,2.468,1.1664,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,3,3,0.6,0.96,0,2,6,4,5,1.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,11,11,2.2,3.52,0,0,11,11,3.4,3.04,2,9.105,63.59,54.485,25.316,19.4532,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,-2,4,6,3.380617019,-32.37008663,0.077816618,1.084964816,0.805458454,0.002533328,0.138410626,0.135877297,0.094515891,0.045525673,0.137230606,,1,0,4.379334832,4.3629,4.371117416,2.229137198,2.21611213,2.223413863,4.050748712,3.11605634,3.288564474,-39.87509161,21.21977787,38.981,57.53,15.25472793,7.926683861,16.7346807
Nd2CuO4,1,../data/Structures/Insulators/Nd2CuO4_CollCode_75824.cif,8,60,52,25.85714286,20.40816327,8,19,87,68,64.28571429,25.95918367,87,15.9994,144.242,128.2426,59.43251429,49.6378449,15.9994,54.8,1357.77,1302.97,594.9957143,617.3665306,54.8,3,16,13,11.57142857,5.06122449,16,2,6,4,3.428571429,1.632653061,2,66,201,135,114,54.85714286,66,1.14,3.44,2.3,2.562857143,1.00244898,3.44,1,2,1,1.857142857,0.244897959,2,0,4,4,2.285714286,1.959183673,4,0,10,10,1.428571429,2.448979592,0,0,4,4,1.142857143,1.632653061,0,6,11,5,6.714285714,1.224489796,6,0,1,1,0.142857143,0.244897959,0,0,2,2,1.142857143,0.979591837,2,0,0,0,0,0,0,0,10,10,2.857142857,4.081632653,0,1,10,9,4.142857143,3.346938776,2,9.105,34.81,25.705,16.73,10.33142857,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,94.42857143,94.20408163,12,-2,3,5,3.082207001,-28.46253561,0.025922363,1.045364136,0.976610822,0.085787079,0.276931484,0.191144405,0.142778004,0.039257285,0.061135063,0.119790302,1,0,6.688254032,6.688254032,6.688254032,1.97181,1.97181,1.97181,3.0396,2.788560444,2.955920148,-24.44851218,21.92950253,20.29239,36.841,14.39563406,11.07205135,13.50636594
Ag2BiO3,1,../data/Structures/Insulators/Ag2BiO3_HT_CollCode_415959.cif,8,83,75,33.5,25.5,8,65,87,22,79.5,9.666666667,87,15.9994,208.9804,192.981,78.78583333,62.78643333,15.9994,54.8,1234.93,1180.13,529.7766667,474.9766667,54.8,11,16,5,14.16666667,2.111111111,16,2,6,4,3.666666667,1.666666667,2,66,148,82,106,40,66,1.93,3.44,1.51,2.7,0.74,3.44,1,2,1,1.666666667,0.444444444,2,0,4,4,2.5,1.666666667,4,0,10,10,5,5,0,0,14,14,2.333333333,3.888888889,0,6,29,23,11.5,5.833333333,6,0,1,1,0.333333333,0.444444444,0,0,3,3,1.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.833333333,0.555555556,2,9.105,32.95,23.845,15.4875,6.3825,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,83,94.66666667,12,-2,3,5,2.549509757,-26.91963201,0.057854355,1.083157004,0.8192339,0.01466176,0.190372001,0.17571024,0.146627064,0.035432014,0.117922689,0.083760803,1,0,3.335254277,2.958066162,3.202870552,3.13233814,2.146413411,2.431059467,3.273216903,2.658829641,3.062898062,-11.89810995,22.4393816,7.576234,21.4844,9.412308373,13.12724214,15.09683689
BaCoS2,1,../data/Structures/Insulators/BaCoS2_CollCode_246938.cif,16,56,40,28.75,13.625,16,9,88,79,60.75,27.25,88,32.065,137.327,105.262,65.09754875,36.11472563,32.065,388.36,1768,1379.64,886.18,497.82,388.36,2,16,14,10.75,5.25,16,3,6,3,4,1,3,105,215,110,137.75,38.625,105,0.89,2.58,1.69,1.9825,0.5975,2.58,2,2,0,2,0,2,0,4,4,2,2,4,0,7,7,1.75,2.625,0,0,0,0,0,0,0,2,9,7,5.75,1.875,6,0,0,0,0,0,0,0,2,2,1,1,2,0,3,3,0.75,1.125,0,0,0,0,0,0,0,0,3,3,1.75,0.875,2,10.245,63.59,53.345,31.3521875,16.11890625,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,1.5484712,1.5484712,0.3871178,0.5806767,0,70,229,159,140.75,70.75,70,-2,2,4,2.529822128,-18.01334826,0.099803818,1.115416862,0.853725569,0.045592625,0.176998919,0.131406294,0.110857713,0.036016856,0.249545327,0.338819025,1,0,3.613249947,3.613249947,3.613249947,2.441633225,2.25894496,2.371241691,3.864181659,3.220114127,3.711307315,-20.68325819,19.47941891,17.0844,33.5,12.43036504,21.73164098,23.31379413
Sr2TiO4,1,../data/Structures/Insulators/Sr2TiO4_CollCode_194713.cif,8,38,30,18.57142857,12.08163265,8,8,87,79,58.14285714,32.97959184,87,15.9994,87.62,71.6206,41.01494286,28.58919184,15.9994,54.8,1941,1886.2,608.6,632.9142857,54.8,2,16,14,10.28571429,6.530612245,16,2,5,3,3.142857143,1.306122449,2,66,195,129,116.2857143,57.46938776,66,0.95,3.44,2.49,2.457142857,1.123265306,3.44,2,2,0,2,0,2,0,4,4,2.285714286,1.959183673,4,0,2,2,0.285714286,0.489795918,0,0,0,0,0,0,0,2,6,4,4.571428571,1.632653061,6,0,0,0,0,0,0,0,2,2,1.142857143,0.979591837,2,0,8,8,1.142857143,1.959183673,0,0,0,0,0,0,0,0,8,8,2.285714286,1.632653061,2,9.105,54.23,45.125,23.08142857,17.79918367,9.105,0,0,0,0,0,0,0,2.25333E-05,2.25333E-05,3.21905E-06,5.51837E-06,0,12,225,213,98.85714286,99.26530612,12,-2,4,6,3.16227766,-31.6272123,0.068642653,1.060709989,0.774708947,0.00959318,0.121461597,0.111868417,0.068505707,0.039494631,0.200014977,0.214121441,1,0,6.872184942,6.872184942,6.872184942,1.980327,1.94328,1.9618035,3.608236026,2.748212931,2.909096684,-44.82015025,25.10440479,43.26717,99.299,53.93647749,11.60656276,13.59211639
Pr2O3,1,../data/Structures/Insulators/Pr2O3_HT_CollCode_75481.cif,8,59,51,28.4,24.48,8,17,87,70,59,33.6,87,15.9994,140.90765,124.90825,65.9627,59.95596,15.9994,54.8,1204,1149.2,514.48,551.616,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,203,137,120.8,65.76,66,1.13,3.44,2.31,2.516,1.1088,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,3,3,1.2,1.44,0,5,6,1,5.6,0.48,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,11,11,4.4,5.28,0,2,11,9,5.6,4.32,2,9.105,35.675,26.57,19.733,12.7536,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,-2,3,5,3.535533906,-30.04762368,0.036465876,1.061889104,0.954417654,0.056895204,0.138798738,0.081903534,0.100048958,0.030999824,0.06777322,0.348396925,1,0,3.706408153,3.706408153,3.706408153,2.675283658,2.304859493,2.480234557,3.042181614,2.908759222,2.997707483,-29.60009805,20.83764545,21.6237,38.981,13.47223138,15.29746612,15.50908237
PrO2,1,../data/Structures/Insulators/PrO2_CollCode_77653.cif,8,59,51,25,22.66666667,8,17,87,70,63.66666667,31.11111111,87,15.9994,140.90765,124.90825,57.63548333,55.51477778,15.9994,54.8,1204,1149.2,437.8666667,510.7555556,54.8,3,16,13,11.66666667,5.777777778,16,2,6,4,3.333333333,1.777777778,2,66,203,137,111.6666667,60.88888889,66,1.13,3.44,2.31,2.67,1.026666667,3.44,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,0,0,0,0,0,0,0,3,3,1,1.333333333,0,5,6,1,5.666666667,0.444444444,6,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,0,0,0,0,0,0,11,11,3.666666667,4.888888889,0,2,11,9,5,4,2,9.105,35.675,26.57,17.96166667,11.80888889,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,72.66666667,80.88888889,12,-2,4,6,4.242640687,-41.43672787,0.037257104,1.027942828,0.944114343,0,0.069488301,0.069488301,0.046325534,0.030883689,0.104166667,,1,0,3.812719764,3.812719764,3.812719764,2.334804489,2.334804489,2.334804489,2.696,2.696,2.696,-40.41008514,21.74219893,38.981,57.53,14.77226033,9.293078008,13.06376636
CuAgO2,1,../data/Structures/Insulators/AgCuO2_CollCode_95089.cif,8,47,39,23,15,8,64,87,23,75.75,11.25,87,15.9994,107.8682,91.8688,50.85325,34.85385,15.9994,54.8,1357.77,1302.97,675.575,620.775,54.8,11,16,5,13.5,2.5,16,2,5,3,3.25,1.25,2,66,145,79,102.25,36.25,66,1.9,3.44,1.54,2.6775,0.7625,3.44,1,2,1,1.5,0.5,2,0,4,4,2,2,4,0,10,10,5,5,0,0,0,0,0,0,0,6,11,5,8.5,2.5,6,0,1,1,0.5,0.5,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.5,0.5,2,9.105,16.33,7.225,11.4025,2.46375,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,118.5,106.5,12,-2,3,5,2.683281573,-26.27821263,0.053200416,1.103167869,0.893599169,0.105315874,0.168642516,0.063326642,0.151463888,0.023074007,0.101297088,0.095134743,1,0,3.346724996,3.346724996,3.346724996,2.716744248,2.207904386,2.462324317,3.346724996,2.45804902,3.033985919,-12.81322381,24.54278642,7.576234,21.4844,9.605556728,16.22096941,11.91526057
Ca4Mn1.96Fe2.04O12,1,../data/Structures/Insulators/Ca2FeMnO6_CollCode_259396.cif,8,26,18,13.902,7.0824,8,7,87,80,64.306,27.2328,87,15.9994,55.845,39.8456,28.69535841,15.23515009,15.9994,54.8,1811,1756.2,589.464,641.5968,54.8,2,16,14,11.502,5.3976,16,2,4,2,2.8,0.96,2,66,176,110,101.886,43.0632,66,1,3.44,2.44,2.60256,1.004928,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.102,1.7632,0,0,0,0,0,0,0,2,8,6,5.502,1.4008,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,0.898,1.4368,0,0,0,0,0,0,0,0,5,5,2.098,0.9568,2,9.105,37.77,28.665,15.13924345,9.052302621,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.215317997,0.38665034,0,12,229,217,96.824,101.7888,12,-2,4,6,3.321842103,-38.08253849,0.076377697,1.079854504,0.809055758,0.007848855,0.133095171,0.125246316,0.09498516,0.043711309,0.134999737,,0,1,3.75175,3.69220253,3.721976265,1.90522248,1.876766306,1.891424532,3.254088612,2.595089839,2.784894843,-46.81923642,25.06635073,54.91,75,16.22118167,1.65164689,10.22384687
Lu2O3,1,../data/Structures/Insulators/Lu2O3_CollCode_428543.cif,8,71,63,33.2,30.24,8,41,87,46,68.6,22.08,87,15.9994,174.9668,158.9674,79.58636,76.304352,15.9994,54.8,1936,1881.2,807.28,902.976,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,187,121,114.4,58.08,66,1.27,3.44,2.17,2.572,1.0416,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.4,0.48,0,0,14,14,5.6,6.72,0,6,17,11,10.4,5.28,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.6,4.32,0,0,0,0,0,0,0,2,9,7,4.8,3.36,2,9.105,28.865,19.76,17.009,9.4848,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00089884,0.001078608,0,12,194,182,84.8,87.36,12,-2,3,5,3.535533906,-32.38445097,0.069854752,1.058212293,0.911255205,2.20835E-05,0.166034504,0.166012421,0.105537543,0.072596354,0.120228066,0.020425619,1,0,3.93001766,3.429699759,3.680389377,2.292007455,2.188593352,2.233436897,3.850216933,2.873055957,3.261985817,-31.51766268,22.43095745,20.9594,45.249,20.37706561,18.83109863,13.91528886
La2Zr2O7,1,../data/Structures/Insulators/La2Zr2O7_CollCode_51573.cif,8,57,49,22.72727273,18.74380165,8,13,87,74,65.72727273,27.07438017,87,15.9994,138.90547,122.90607,52.02315818,45.8484195,15.9994,54.8,2128,2073.2,638.6909091,743.1338843,54.8,3,16,13,11.45454545,5.785123967,16,2,6,4,3.272727273,1.619834711,2,66,207,141,111.4545455,57.85123967,66,1.1,3.44,2.34,2.630909091,1.029752066,3.44,2,2,0,2,0,2,0,4,4,2.545454545,1.851239669,4,0,2,2,0.545454545,0.694214876,0,0,0,0,0,0,0,3,6,3,5.090909091,1.157024793,6,0,0,0,0,0,0,0,2,2,1.272727273,0.925619835,2,0,9,9,3.090909091,3.933884298,0,0,0,0,0,0,0,2,9,7,4.363636364,3.008264463,2,9.105,36.8975,27.7925,16.72,9.691818182,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,78.18181818,84.23140496,12,-2,4,6,3.661454629,-37.60323898,0.068240571,1.076626477,0.820060271,0,0.185316764,0.185316764,0.092823223,0.047865861,0.124306353,0.179907027,1,0,3.818270552,3.818270552,3.818270552,2.098659605,2.098659605,2.098659605,3.17835171,2.783411439,3.005704122,-42.29256171,22.50461106,34.41836,80.348,42.15839074,15.8066411,14.31371621
